Lokasi,Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Latitude,Longitude,Kondisi_Biner,geometry,index_right,Kecamatan_Final
"Jl sukasari,Manggungjaya,Rajapolah",-7.2139583 108.1940873,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2139583,108.1940873,0,POINT (108.1940873 -7.2139583),33.0,Rajapolah
"Jl sukasari,Manggungsari,Rajapolah",-7.2118595 108.1916025,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2118595,108.1916025,0,POINT (108.1916025 -7.2118595),33.0,Rajapolah
"Jl nasional,Mekarwangi,Rajapolah",-7.2459298 108.1904130,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2459298,108.190413,0,POINT (108.190413 -7.2459298),31.0,Cisayong
"Jl sukahening,Calingcing,Rajapolah",-7.2114633 108.1580803,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2114633,108.1580803,0,POINT (108.1580803 -7.2114633),32.0,Sukahening
"Jl sukaruji,Sukaraja,Rajapolah",-7.2063781 108.1696771,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2063781,108.1696771,0,POINT (108.1696771 -7.2063781),33.0,Rajapolah
"Jl sukariji,Sukaraja,Rajapolah",-7.2060498 108.1674006,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2060498,108.1674006,0,POINT (108.1674006 -7.2060498),33.0,Rajapolah
"Jl tajamaya,Sukaraja,Rajapolah",-7.2060711 108.1664471,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2060711,108.1664471,0,POINT (108.1664471 -7.2060711),33.0,Rajapolah
"Jl tajamaya,Sukaraja,Rajapolah",-7.2062690 108.1657816,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.206269,108.1657816,0,POINT (108.1657816 -7.206269),33.0,Rajapolah
"Jl sukaruji,Sukaraja,Rajapolah",-7.2060515 108.1648451,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2060515,108.1648451,0,POINT (108.1648451 -7.2060515),34.0,Jamanis
"Jl tajamaya,Sukaraja,Rajapolah",-7.2078916 108.1640264,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2078916,108.1640264,0,POINT (108.1640264 -7.2078916),34.0,Jamanis
"Jl tajamaya,Sukaraja,Rajapolah",-7.2068934 108.1647134,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2068934,108.1647134,0,POINT (108.1647134 -7.2068934),34.0,Jamanis
"Jl condong,Condong,Rajapolah",-7.2038591 108.1566755,Rusak Berat,PJU Konvensional,Tiang Tunggal,SON T,-7.2038591,108.1566755,1,POINT (108.1566755 -7.2038591),34.0,Jamanis
"Condong,Condong,Rajapolah",-7.1969580 108.1604306,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.196958,108.1604306,0,POINT (108.1604306 -7.196958),34.0,Jamanis
"Jl nangoh,Dawagung,Rajapolah",-7.2390493 108.1818420,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2390493,108.181842,0,POINT (108.181842 -7.2390493),33.0,Rajapolah
"Jl nangoh,Dawagung,Rajapolah",-7.2385577 108.1818410,Baik,PJU Konvensional,Tiang Stang,SON T,-7.2385577,108.181841,0,POINT (108.181841 -7.2385577),33.0,Rajapolah
"Jl dawajaya,Daw agung,Rajapolah",-7.2318174 108.1772457,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2318174,108.1772457,0,POINT (108.1772457 -7.2318174),33.0,Rajapolah
"Jl rajamandala,Rajamandala,Rajapolah",-7.2267285 108.1719356,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2267285,108.1719356,0,POINT (108.1719356 -7.2267285),33.0,Rajapolah
"Jl rajamandalla,Rajamandala,Rajapolah",-7.2253864 108.1723386,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2253864,108.1723386,0,POINT (108.1723386 -7.2253864),33.0,Rajapolah
"Jl rajamandala cikadu,Rajamandala,Rajapolah",-7.2249650 108.1723087,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.224965,108.1723087,0,POINT (108.1723087 -7.224965),33.0,Rajapolah
"Jl Rajamandala,Rajamandala,Rajapolah",-7.2211183 108.1781077,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2211183,108.1781077,0,POINT (108.1781077 -7.2211183),33.0,Rajapolah
"Jl rajamandala,Rajamandala,Rajapolah",-7.2234506 108.1700704,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2234506,108.1700704,0,POINT (108.1700704 -7.2234506),33.0,Rajapolah
"Jl rajamandal,Rajamandala,Rajapolah",-7.2235790 108.1732857,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.223579,108.1732857,0,POINT (108.1732857 -7.223579),33.0,Rajapolah
"Jl Pangligaran,Rajapolah,Rajapolah",-7.2211868 108.1798528,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2211868,108.1798528,0,POINT (108.1798528 -7.2211868),33.0,Rajapolah
"Jl pangligaran,Rajapolah,Rajapolah",-7.2216917 108.1803114,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2216917,108.1803114,0,POINT (108.1803114 -7.2216917),33.0,Rajapolah
"Jl babakan,Tanjungpura,Rajapolah",-7.1949339 108.1840082,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.1949339,108.1840082,0,POINT (108.1840082 -7.1949339),33.0,Rajapolah
"Jl igok,Tanjunhpura,Rajapolah",-7.1972973 108.1835428,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.1972973,108.1835428,0,POINT (108.1835428 -7.1972973),33.0,Rajapolah
"Jl cihatep,Rajamandala,Rajapolah",-7.2234493 108.1700641,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2234493,108.1700641,0,POINT (108.1700641 -7.2234493),33.0,Rajapolah
"Jl cihateup,Rajamandala,Rajapolah",-7.2234493 108.1700641,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.2234493,108.1700641,0,POINT (108.1700641 -7.2234493),33.0,Rajapolah
"Jl cihatep,Sukanagalih,Rajapolah",-7.2205515 108.1679920,Baik,PJU Solar Cell,Tiang Stang,LED,-7.2205515,108.167992,0,POINT (108.167992 -7.2205515),33.0,Rajapolah
"Jl sukahening,Sukanagalih,Rajapolah",-7.2148810 108.1687474,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.214881,108.1687474,0,POINT (108.1687474 -7.214881),33.0,Rajapolah
"Jl sukahening,Sukanagalih,Rajapolah",-7.2148434 108.1710105,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2148434,108.1710105,0,POINT (108.1710105 -7.2148434),33.0,Rajapolah
"Jl sukanagalih,Sukanagalih,Rajapolah",-7.2148055 108.1734453,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.2148055,108.1734453,0,POINT (108.1734453 -7.2148055),33.0,Rajapolah
"Jl cibungbun,Manggungjaya,Rajapolah",-7.2289806 108.1946053,Baik,PJU Solar Cell,Tiang Stang,LED,-7.2289806,108.1946053,0,POINT (108.1946053 -7.2289806),33.0,Rajapolah
"Jl sukahening,Sukanagalih,Rajapolah",-7.2127612 108.1628402,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.2127612,108.1628402,0,POINT (108.1628402 -7.2127612),33.0,Rajapolah
"Jl Sukahening....manggungjaya kec rajapolah,manggungjaya,Rajapolah",-7.2162996 108.1781422,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.2162996,108.1781422,0,POINT (108.1781422 -7.2162996),33.0,Rajapolah
"Jl TANJUNG PURA CIHONJE RAJAPOLAH,TANJUNG PURA,Rajapolah",-7.1917922 108.1856886,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.1917922,108.1856886,0,POINT (108.1856886 -7.1917922),33.0,Rajapolah
"Jl nasional LAMPU PJU.,MANGGUNGSARI RAJAPOLAH,Rajapolah",-7.2089570 108.1875779,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.208957,108.1875779,0,POINT (108.1875779 -7.208957),33.0,Rajapolah
"PJU SUKASARI MANGGUNGSARI RAJAPOLAH,MANGGUNGSARI RAJAPOLAH,Rajapolah",-7.2121429 108.1916357,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.2121429,108.1916357,0,POINT (108.1916357 -7.2121429),33.0,Rajapolah
"Jl rayab RAJAPOLAH... Nasoinal,MANGGUNGJAYA RAJAPOLAH,Rajapolah",-7.2184510 108.1904207,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,-7.218451,108.1904207,1,POINT (108.1904207 -7.218451),33.0,Rajapolah
"Jl. Garut - Tasikmalaya,Margalaksana,Salawu",-7.3779223 108.0452646,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3779223,108.0452646,0,POINT (108.0452646 -7.3779223),13.0,Salawu
"Marga laksana regenci,Marga laksana ,Salawu",-7.377497 108.045613,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.377497,108.045613,0,POINT (108.045613 -7.377497),13.0,Salawu
"Margalaksana Regency,Margalaksana ,Salawu",-7.377143 108.045122,Baik,PJU Konvensional,Tiang Stang,SON T,-7.377143,108.045122,0,POINT (108.045122 -7.377143),13.0,Salawu
"Marga laksana regenci ,Marga laksana ,Salawu",-7.377172 108.045589,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.377172,108.045589,0,POINT (108.045589 -7.377172),13.0,Salawu
"Margalaksana Regency ,Margalaksana ,Salawu",-7.376941 108.045555,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.376941,108.045555,0,POINT (108.045555 -7.376941),13.0,Salawu
"Marga laksana regenci ,Marga laksana ,Salawu",-7.377237 108.045148,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.377237,108.045148,0,POINT (108.045148 -7.377237),13.0,Salawu
"Margalaksana Regency ,Margalaksana ,Salawu",-7.376847 108.046048,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.376847,108.046048,0,POINT (108.046048 -7.376847),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3772435 108.0463433,Baik,PJU Solar Cell,Tiang Stang,LED,-7.3772435,108.0463433,0,POINT (108.0463433 -7.3772435),13.0,Salawu
"Marga laksana regenci ,Marga laksana ,Salawu",-7.377751 108.045753,Baik,PJU Konvensional,Tiang Stang,SON T,-7.377751,108.045753,0,POINT (108.045753 -7.377751),13.0,Salawu
"Margalaksana Regency ,Margalaksana ,Salawu",-7.377052 108.046124,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.377052,108.046124,0,POINT (108.046124 -7.377052),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3772435 108.0463433,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3772435,108.0463433,0,POINT (108.0463433 -7.3772435),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3772435 108.0463433,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3772435,108.0463433,0,POINT (108.0463433 -7.3772435),13.0,Salawu
"Griya salawu,Margalaksana,Salawu",-7.380922 108.0472087,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.380922,108.0472087,0,POINT (108.0472087 -7.380922),13.0,Salawu
"Nangerang persimpangan,Salawu,Salawu",-7.376133 108.033970,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.376133,108.03397,0,POINT (108.03397 -7.376133),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3804237 108.0477501,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3804237,108.0477501,0,POINT (108.0477501 -7.3804237),13.0,Salawu
"Nangerang Cisudang ,SALAWU ,Salawu",-7.384177 108.034509,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.384177,108.034509,0,POINT (108.034509 -7.384177),13.0,Salawu
"Alun alun Salawu ,Salawu ,Salawu",-7.375387 108.032930,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.375387,108.03293,0,POINT (108.03293 -7.375387),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3772435 108.0463433,Baik,PJU Solar Cell,Tiang Stang,LED,-7.3772435,108.0463433,0,POINT (108.0463433 -7.3772435),13.0,Salawu
"Alun Alun Salawu ,SALAWU ,Salawu",-7.375643 108.032997,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.375643,108.032997,0,POINT (108.032997 -7.375643),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3806403 108.04717,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3806403,108.04717,0,POINT (108.04717 -7.3806403),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3806974 108.0472393,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3806974,108.0472393,0,POINT (108.0472393 -7.3806974),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3806509 108.0471812,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3806509,108.0471812,0,POINT (108.0471812 -7.3806509),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3810008 108.0477892,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3810008,108.0477892,0,POINT (108.0477892 -7.3810008),13.0,Salawu
"Griya salawu,Margalaksana,Salawu",-7.3772435 108.0463433,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3772435,108.0463433,0,POINT (108.0463433 -7.3772435),13.0,Salawu
"SALAWU ,SALAWU ,Salawu",-7.374989 108.029903,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.374989,108.029903,0,POINT (108.029903 -7.374989),13.0,Salawu
"Salawu,Karang Mukti ,Salawu",-7.373515 108.029746,Baik,PJU Konvensional,Tiang Stang,SON T,-7.373515,108.029746,0,POINT (108.029746 -7.373515),13.0,Salawu
"Griya salawu,Margalaksana,Salawu",-7.3812217 108.04822,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3812217,108.04822,0,POINT (108.04822 -7.3812217),13.0,Salawu
"SALAWU BARAT ,SALAWU ,Salawu",-7.372031 108.028215,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.372031,108.028215,0,POINT (108.028215 -7.372031),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3814961 108.0478472,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3814961,108.0478472,0,POINT (108.0478472 -7.3814961),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3812462 108.0482525,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3812462,108.0482525,0,POINT (108.0482525 -7.3812462),13.0,Salawu
"Kp cibihuk,Karang Mukti ,Salawu",-7.368222 108.031449,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.368222,108.031449,0,POINT (108.031449 -7.368222),13.0,Salawu
"PAMOYANAN DESA KARANG MUKTI ,KARANG MUKTI ,Salawu",-7.366446 108.015835,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.366446,108.015835,0,POINT (108.015835 -7.366446),13.0,Salawu
"Jl Kadu pandak,Serang ,Salawu",-7.368123 108.035763,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.368123,108.035763,0,POINT (108.035763 -7.368123),13.0,Salawu
"AWI SURAT,KARANG MUKTI ,Salawu",-7.367179 108.022263,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.367179,108.022263,0,POINT (108.022263 -7.367179),13.0,Salawu
"Griyasalawu,Marga laksana,Salawu",-7.3813024 108.0482389,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3813024,108.0482389,0,POINT (108.0482389 -7.3813024),13.0,Salawu
"Griya salawu,Marga laksana,Salawu",-7.3816019 108.0480909,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3816019,108.0480909,0,POINT (108.0480909 -7.3816019),13.0,Salawu
"Kp bebedahan,Serang ,Salawu",-7.365717 108.036858,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.365717,108.036858,0,POINT (108.036858 -7.365717),13.0,Salawu
"Kp Rangon ,KARANG MUKTI ,Salawu",-7.367663 108.022053,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.367663,108.022053,0,POINT (108.022053 -7.367663),13.0,Salawu
"SUKAHURIP ,SERANG,Salawu",-7.367536 108.048060,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.367536,108.04806,0,POINT (108.04806 -7.367536),13.0,Salawu
"Kp Babakan jaerun,Serang ,Salawu",-7.364321 108.050395,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.364321,108.050395,0,POINT (108.050395 -7.364321),13.0,Salawu
"Jl.cirama,Margalaksana,Salawu",-7.370650 108.049623,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.37065,108.049623,0,POINT (108.049623 -7.37065),13.0,Salawu
"Parakan sisih Serang,SERANG ,Salawu",-7.364386 108.047133,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.364386,108.047133,0,POINT (108.047133 -7.364386),13.0,Salawu
"Jaerun,Serang ,Salawu",-7.364704 108.055608,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.364704,108.055608,0,POINT (108.055608 -7.364704),13.0,Salawu
"Kp suka sirna,Neglasari,Salawu",-7.3718787 108.0118912,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3718787,108.0118912,0,POINT (108.0118912 -7.3718787),13.0,Salawu
"Dpn ktr ds.margalaksana,Margalaksana,Salawu",-7.377995 108.046732,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.377995,108.046732,0,POINT (108.046732 -7.377995),13.0,Salawu
"Kp.warung petey,Margalaksana,Salawu",-7.377371 108.047128,Baik,PJU Konvensional,Tiang Stang,SON T,-7.377371,108.047128,0,POINT (108.047128 -7.377371),13.0,Salawu
"Kp.warung petey,Margalaksana,Salawu",-7.375920 108.047131,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.37592,108.047131,0,POINT (108.047131 -7.37592),13.0,Salawu
"Pasir kincir,Neglasari,Salawu",-7.370075 108.010084,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.370075,108.010084,0,POINT (108.010084 -7.370075),13.0,Salawu
"Burujul,Margalaksana,Salawu",-7.377486 108.047280,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.377486,108.04728,0,POINT (108.04728 -7.377486),13.0,Salawu
"Margasari Margalaksana,Margalaksana ,Salawu",-7.377071 108.038347,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.377071,108.038347,0,POINT (108.038347 -7.377071),13.0,Salawu
"Jln silahul mu, minin,Sunda wenang,Salawu",-7.376444 108.008378,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.376444,108.008378,0,POINT (108.008378 -7.376444),13.0,Salawu
"Kp pasir angin,Sunda wenang,Salawu",-7.369426 108.008244,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.369426,108.008244,0,POINT (108.008244 -7.369426),13.0,Salawu
"Kp sukasari,Sundawenang,Salawu",-7.366543 108.017097,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.366543,108.017097,0,POINT (108.017097 -7.366543),13.0,Salawu
"Dp sekolah sdn mekarsari,Sundawenang,Salawu",-7.376166 107.991400,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.376166,107.9914,0,POINT (107.9914 -7.376166),13.0,Salawu
"Kp.cipicung,Sukarasa,Salawu",-7.399778 108.045152,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.399778,108.045152,0,POINT (108.045152 -7.399778),13.0,Salawu
"Kp.saung seel,Sukarasa,Salawu",-7.397249 108.044373,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.397249,108.044373,0,POINT (108.044373 -7.397249),13.0,Salawu
"Sukaratu kp.negla,Sukarasa,Salawu",-7.397479 108.043568,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,-7.397479,108.043568,1,POINT (108.043568 -7.397479),13.0,Salawu
"Negla sa r i,Neglasari,Salawu",-7.364401 107.995635,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.364401,107.995635,0,POINT (107.995635 -7.364401),13.0,Salawu
"Kp.babakan sarongge,Sukarasa,Salawu",-7.394059 108.037748,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.394059,108.037748,0,POINT (108.037748 -7.394059),13.0,Salawu
"Rancak,Neglasari,Salawu",-7.363833 107.994430,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.363833,107.99443,0,POINT (107.99443 -7.363833),13.0,Salawu
"Jl.kp.ciomas,Sukarasa,Salawu",-7.389471 108.031424,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.389471,108.031424,0,POINT (108.031424 -7.389471),13.0,Salawu
"Jl.leuwi nanggung,Karangmukti,Salawu",-7.383622 108.030442,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.383622,108.030442,0,POINT (108.030442 -7.383622),13.0,Salawu
"Dpn masjid al ltikomah,Negladari,Salawu",-7.370011 107.991173,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.370011,107.991173,0,POINT (107.991173 -7.370011),13.0,Salawu
"Samping ponpes al, istikomah,Negla sari,Salawu",-7.370310 107.991497,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.37031,107.991497,0,POINT (107.991497 -7.37031),13.0,Salawu
"Kp.cisudang,Karangmukti,Salawu",-7.384147 108.034440,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.384147,108.03444,0,POINT (108.03444 -7.384147),13.0,Salawu
"Kp cibogo,Kawung sari,Salawu",-7.370705 107.993379,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.370705,107.993379,0,POINT (107.993379 -7.370705),13.0,Salawu
"Jln cibogo,Kawung sari,Salawu",-7.377111 107.971501,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.377111,107.971501,0,POINT (107.971501 -7.377111),13.0,Salawu
"Kp.gnung kuda,Sukarasa,Salawu",-7.404261 108.047317,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.404261,108.047317,0,POINT (108.047317 -7.404261),13.0,Salawu
"Jln ds kawung sari,Kawung sari,Salawu",-7.375447 107.9625989,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.375447,107.9625989,0,POINT (107.9625989 -7.375447),13.0,Salawu
"Ds tanjungsari,Ds tanjungsari,Salawu",-7.357857 107.983374,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.357857,107.983374,0,POINT (107.983374 -7.357857),26.0,Cigalontang
"Jln sukamaju,Tanjung sari,Salawu",-7.362903 107.980057,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.362903,107.980057,0,POINT (107.980057 -7.362903),13.0,Salawu
"Kp nagrak,Tenjo waringin,Salawu",-7.335759 107.948853,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.335759,107.948853,0,POINT (107.948853 -7.335759),13.0,Salawu
"Jln kp nagrak,Tenjo waringin,Salawu",-7.335076 107.949001,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.335076,107.949001,0,POINT (107.949001 -7.335076),13.0,Salawu
"Kp citeguh,Tenjo waringin,Salawu",-7.337839 107.952141,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.337839,107.952141,0,POINT (107.952141 -7.337839),13.0,Salawu
"Tenjo waringin,Tenjo watingin,Salawu",-7.339393 107.952261,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.339393,107.952261,0,POINT (107.952261 -7.339393),13.0,Salawu
"Citenggek,Kuta waringin,Salawu",-7.342581 107.962045,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.342581,107.962045,0,POINT (107.962045 -7.342581),13.0,Salawu
"Kp gn tawilis,Kutawaringin,Salawu",-7.359904 107.958701,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.359904,107.958701,0,POINT (107.958701 -7.359904),13.0,Salawu
"Kp cipendey,Kutawaringin,Salawu",-7.359037 107.958750,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.359037,107.95875,0,POINT (107.95875 -7.359037),13.0,Salawu
"Jln puncaklimus,Kutawaringin,Salawu",-7.348522 107.967319,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.348522,107.967319,0,POINT (107.967319 -7.348522),13.0,Salawu
"Pasir salam cimawate,Pasir salam,Salawu",-7.39448 108.051192,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.39448,108.051192,0,POINT (108.051192 -7.39448),13.0,Salawu
"Margalaksana regenci,Margalaksana,Salawu",-7.377458 108.045612,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.377458,108.045612,0,POINT (108.045612 -7.377458),13.0,Salawu
"Margalaksana regency,Margalaksana,Salawu",-7.377745 108.045692,Baik,PJU Konvensional,Tiang Stang,SON T,-7.377745,108.045692,0,POINT (108.045692 -7.377745),13.0,Salawu
"Margalaksana regency,Margalaksana,Salawu",-7.377690 108.046065,Rusak Berat,PJU Konvensional,Tiang Tunggal,Mercury,-7.37769,108.046065,1,POINT (108.046065 -7.37769),13.0,Salawu
"Kandang sari,Tanjung sari,Salawu",-7.357043 107.980656,Baik,PJU Konvensional,Tiang Stang,SON T,-7.357043,107.980656,0,POINT (107.980656 -7.357043),13.0,Salawu
"Margalaksana regency,Margalaksana,Salawu",-7.377860 108.045231,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.37786,108.045231,0,POINT (108.045231 -7.37786),13.0,Salawu
"Langkob,Tanjung sari,Salawu",-7.360038 107.983554,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.360038,107.983554,0,POINT (107.983554 -7.360038),13.0,Salawu
"Kp.margasari,Margalaksana,Salawu",-7.375686 108.037939,Rusak Berat,PJU Solar Cell,Tiang Tunggal,LED,-7.375686,108.037939,1,POINT (108.037939 -7.375686),13.0,Salawu
"Nangerang,Margalaksana,Salawu",-7.376988 108.033941,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.376988,108.033941,0,POINT (108.033941 -7.376988),13.0,Salawu
"Nangerang,persimpangan jalan,Karangmukti,Salawu",-7.376153 108.033975,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.376153,108.033975,0,POINT (108.033975 -7.376153),13.0,Salawu
"Alun alun salawu,Salawu,Salawu",-7.375656 108.033056,Baik,PJU Konvensional,Tiang Stang,SON T,-7.375656,108.033056,0,POINT (108.033056 -7.375656),13.0,Salawu
"Salawu,Salawu,Salawu",-7.373588 108.030937,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.373588,108.030937,0,POINT (108.030937 -7.373588),13.0,Salawu
"Kp.karang mukti,Salawu,Salawu",-7.373145 108.029491,Baik,PJU Konvensional,Tiang Stang,SON T,-7.373145,108.029491,0,POINT (108.029491 -7.373145),13.0,Salawu
"Dpn ds suka wenang,Sukawenang,Salawu",-7.371993 107.998331,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.371993,107.998331,0,POINT (107.998331 -7.371993),13.0,Salawu
"Kp.nyalindung tenjowaringin,Karangmukti,Salawu",-7.371970 108.028168,Baik,PJU Konvensional,Tiang Stang,SON T,-7.37197,108.028168,0,POINT (108.028168 -7.37197),13.0,Salawu
"Kp.nyalindung,Karangmukti,Salawu",-7.371448 108.027338,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.371448,108.027338,0,POINT (108.027338 -7.371448),13.0,Salawu
"Jln bakom,Sunda wenang,Salawu",-7.374734 108.004528,Rusak Berat,PJU Solar Cell,Tiang Stang,LED,-7.374734,108.004528,1,POINT (108.004528 -7.374734),13.0,Salawu
