Lokasi,Titik Koordinat,Kondisi,Jenis PJU,Jenis Tiang,Jenis Lampu,Latitude,Longitude,Kondisi_Biner,geometry,index_right,Kecamatan_Final
"Singaparna, Sukaasih, Kec. Singaparna, Kabupaten Tasikmalaya, Jawa Barat 46415,Sukaasih,Singaparna",-7.361698 108.116278,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.361698,108.116278,0,POINT (108.116278 -7.361698),23.0,Singaparna
"Jl batu ruyuk,Cintaraja ,Singaparna",-7.346097 108.139462,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.346097,108.139462,0,POINT (108.139462 -7.346097),23.0,Singaparna
"Singaparna, Sukaasih, Kec. Singaparna, Kabupaten Tasikmalaya, Jawa Barat 46415,Sukaasih,Singaparna",-7.361540 108.116764,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.36154,108.116764,0,POINT (108.116764 -7.36154),23.0,Singaparna
"Singaparna, Sukaasih, Kec. Singaparna, Kabupaten Tasikmalaya, Jawa Barat 46415,Sukaasih,Singaparna",-7.361548 108.116593,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.361548,108.116593,0,POINT (108.116593 -7.361548),23.0,Singaparna
"-7.361497, 108.116648,Sukaasih,Singaparna",-7.361497 108.116648,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.361497,108.116648,0,POINT (108.116648 -7.361497),23.0,Singaparna
"Jl perum,Cikadongdong,Singaparna",-7.3412744 108.1574191,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3412744,108.1574191,0,POINT (108.1574191 -7.3412744),23.0,Singaparna
"Jl perum Cikunir,Cikadongdong,Singaparna",-7.3410117 108.1574932,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3410117,108.1574932,0,POINT (108.1574932 -7.3410117),23.0,Singaparna
"Kl perum cikunir,Cikadongdong,Singaparna",-7.3408980 108.1573303,Baik,PJU Konvensional,Tiang Stang,SON T,-7.340898,108.1573303,0,POINT (108.1573303 -7.340898),23.0,Singaparna
"Jl raya singaparna,Cikadongdo g,Singaparna",-7.3406861 108.1576360,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3406861,108.157636,0,POINT (108.157636 -7.3406861),23.0,Singaparna
"Jl perum kencana,Cikadongdong,Singaparna",-7.3400470 108.1576471,Baik,PJU Konvensional,Tiang Stang,SON T,-7.340047,108.1576471,0,POINT (108.1576471 -7.340047),23.0,Singaparna
"Jl perum cikunir,Cikadongdong,Singaparna",-7.3405185 108.1579680,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3405185,108.157968,0,POINT (108.157968 -7.3405185),23.0,Singaparna
"Jl perum cikunir,Cikadongdong,Singaparna",-7.3403041 108.1583364,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3403041,108.1583364,0,POINT (108.1583364 -7.3403041),23.0,Singaparna
"Jl perum,Cikadongdong,Singaparna",-7.3400809 108.1577893,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3400809,108.1577893,0,POINT (108.1577893 -7.3400809),23.0,Singaparna
"Jl perum al ridwan,Sukarame,Singaparna",-7.3416342 108.1572716,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3416342,108.1572716,0,POINT (108.1572716 -7.3416342),23.0,Singaparna
"Perum alridwan,Sukarame,Singaparna",-7.3613536 108.1278129,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3613536,108.1278129,0,POINT (108.1278129 -7.3613536),25.0,Sukarame
"Perum altidwan,Sukarame,Singaparna",-7.3612559 108.1278776,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3612559,108.1278776,0,POINT (108.1278776 -7.3612559),25.0,Sukarame
"Perum Cikunir,Cikadongdong,Singaparna",-7.3620595 108.1282280,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3620595,108.128228,0,POINT (108.128228 -7.3620595),25.0,Sukarame
"Perum Cikunir,Cikadongdong,Singaparna",-7.3416039 108.1572991,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3416039,108.1572991,0,POINT (108.1572991 -7.3416039),23.0,Singaparna
"Perum Cikunir,Cikadongdong,Singaparna",-7.3417289 108.1578476,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3417289,108.1578476,0,POINT (108.1578476 -7.3417289),23.0,Singaparna
"Perum Cikunir,Cikadongdong,Singaparna",-7.3425420 108.1570141,Baik,PJU Konvensional,Tiang Stang,SON T,-7.342542,108.1570141,0,POINT (108.1570141 -7.342542),23.0,Singaparna
"Perum Cikunir,Cikadongdong,Singaparna",-7.3422420 108.1570067,Baik,PJU Konvensional,Tiang Stang,SON T,-7.342242,108.1570067,0,POINT (108.1570067 -7.342242),23.0,Singaparna
"Perum Cikunir,Cikadongdong,Singaparna",-7.3426201 108.1564995,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3426201,108.1564995,0,POINT (108.1564995 -7.3426201),23.0,Singaparna
"Perum Cikunir,Cikadongdong,Singaparna",-7.3429307 108.1572860,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3429307,108.157286,0,POINT (108.157286 -7.3429307),23.0,Singaparna
"Perum Cikunir,Cikadongdong,Singaparna",-7.3430255 108.1567191,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3430255,108.1567191,0,POINT (108.1567191 -7.3430255),23.0,Singaparna
"Perum Cikunir,Cikadongdong,Singaparna",-7.3432127 108.1573346,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3432127,108.1573346,0,POINT (108.1573346 -7.3432127),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3433148 108.1567948,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3433148,108.1567948,0,POINT (108.1567948 -7.3433148),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3434611 108.1572971,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3434611,108.1572971,0,POINT (108.1572971 -7.3434611),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3431738 108.1562876,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3431738,108.1562876,0,POINT (108.1562876 -7.3431738),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3435811 108.1565960,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3435811,108.156596,0,POINT (108.156596 -7.3435811),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3434395 108.1562195,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3434395,108.1562195,0,POINT (108.1562195 -7.3434395),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3438082 108.1565608,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3438082,108.1565608,0,POINT (108.1565608 -7.3438082),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3436011 108.1557515,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3436011,108.1557515,0,POINT (108.1557515 -7.3436011),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3435146 108.1554577,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3435146,108.1554577,0,POINT (108.1554577 -7.3435146),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3432675 108.1555007,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3432675,108.1555007,0,POINT (108.1555007 -7.3432675),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3432875 108.1556951,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3432875,108.1556951,0,POINT (108.1556951 -7.3432875),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3432054 108.1563191,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3432054,108.1563191,0,POINT (108.1563191 -7.3432054),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3427046 108.1556264,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3427046,108.1556264,0,POINT (108.1556264 -7.3427046),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3429606 108.1555828,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3429606,108.1555828,0,POINT (108.1555828 -7.3429606),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3425220 108.1558141,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.342522,108.1558141,0,POINT (108.1558141 -7.342522),23.0,Singaparna
"Perum cikunir,Cikadongdong,Singaparna",-7.3422766 108.1559617,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3422766,108.1559617,0,POINT (108.1559617 -7.3422766),23.0,Singaparna
"Perum margamulya,Cikunir,Singaparna",-7.3362166 108.1499746,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3362166,108.1499746,0,POINT (108.1499746 -7.3362166),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3368291 108.1498647,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3368291,108.1498647,0,POINT (108.1498647 -7.3368291),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3357620 108.1499472,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.335762,108.1499472,0,POINT (108.1499472 -7.335762),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3360104 108.1502117,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3360104,108.1502117,0,POINT (108.1502117 -7.3360104),23.0,Singaparna
"Perum Margamulya,Cikunir ,Singaparna",-7.3360015 108.1504360,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3360015,108.150436,0,POINT (108.150436 -7.3360015),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3354056 108.1506606,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3354056,108.1506606,0,POINT (108.1506606 -7.3354056),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3353913 108.1516061,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3353913,108.1516061,0,POINT (108.1516061 -7.3353913),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3349879 108.1515478,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3349879,108.1515478,0,POINT (108.1515478 -7.3349879),23.0,Singaparna
"Perum Margamulya,Cikunir,Singaparna",-7.3345234 108.1510542,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3345234,108.1510542,0,POINT (108.1510542 -7.3345234),23.0,Singaparna
"Perum Cintaraja,Cintaraja,Singaparna",-7.3454097 108.1451718,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3454097,108.1451718,0,POINT (108.1451718 -7.3454097),23.0,Singaparna
"Perum Cintaraja,Cintaraja,Singaparna",-7.3443263 108.1450776,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3443263,108.1450776,0,POINT (108.1450776 -7.3443263),23.0,Singaparna
"Perum heulang mangkak,Cikunten,Singaparna",-7.3556064 108.0937626,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3556064,108.0937626,0,POINT (108.0937626 -7.3556064),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3558206 108.0937361,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3558206,108.0937361,0,POINT (108.0937361 -7.3558206),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3559253 108.0938082,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3559253,108.0938082,0,POINT (108.0938082 -7.3559253),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3559064 108.0943792,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3559064,108.0943792,0,POINT (108.0943792 -7.3559064),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3563652 108.0943771,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3563652,108.0943771,0,POINT (108.0943771 -7.3563652),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3563240 108.0937998,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.356324,108.0937998,0,POINT (108.0937998 -7.356324),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3563144 108.0933857,Baik,PJU Solar Cell,Tiang Stang,LED,-7.3563144,108.0933857,0,POINT (108.0933857 -7.3563144),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3565824 108.0932768,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3565824,108.0932768,0,POINT (108.0932768 -7.3565824),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3568284 108.0936369,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3568284,108.0936369,0,POINT (108.0936369 -7.3568284),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3568670 108.0933462,Baik,PJU Konvensional,Tiang Stang,SON T,-7.356867,108.0933462,0,POINT (108.0933462 -7.356867),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3571034 108.0932949,Baik,PJU Solar Cell,Tiang Stang,LED,-7.3571034,108.0932949,0,POINT (108.0932949 -7.3571034),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3574682 108.0933582,Baik,PJU Konvensional,Tiang Stang,SON T,-7.3574682,108.0933582,0,POINT (108.0933582 -7.3574682),23.0,Singaparna
"Perum Heulang Mangkak,Cikunten,Singaparna",-7.3563044 108.0940979,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3563044,108.0940979,0,POINT (108.0940979 -7.3563044),23.0,Singaparna
"Jl Singaparna ,Sukapura ,Singaparna",-7.3626611 108.1117914,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3626611,108.1117914,0,POINT (108.1117914 -7.3626611),23.0,Singaparna
"Jl Singaparna sukapura,Sukapura ,Singaparna",-7.3632007 108.1123020,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3632007,108.112302,0,POINT (108.112302 -7.3632007),23.0,Singaparna
"Jl Singaparna sukapura ,Sukapura ,Singaparna",-7.3635149 108.1120884,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3635149,108.1120884,0,POINT (108.1120884 -7.3635149),23.0,Singaparna
"Jl Singaparna sukaasih,Sukaasih,Singaparna",-7.3617902 108.1144035,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3617902,108.1144035,0,POINT (108.1144035 -7.3617902),23.0,Singaparna
"Jl sukaasih Singaparna ,Sukaansih,Singaparna",-7.3618530 108.1142594,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.361853,108.1142594,0,POINT (108.1142594 -7.361853),23.0,Singaparna
"Jl pos 1 sukaasih,Sukaasih,Singaparna",-7.3620047 108.1138520,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3620047,108.113852,0,POINT (108.113852 -7.3620047),23.0,Singaparna
"Jl sukaasih,Sukaasih,Singaparna",-7.3613144 108.1135895,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3613144,108.1135895,0,POINT (108.1135895 -7.3613144),23.0,Singaparna
"Jl Bojong koneng,Sukaasih,Singaparna",-7.3613044 108.1128033,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3613044,108.1128033,0,POINT (108.1128033 -7.3613044),23.0,Singaparna
"Jl Bojong koneng ,Sukaasih,Singaparna",-7.3613533 108.1127731,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3613533,108.1127731,0,POINT (108.1127731 -7.3613533),23.0,Singaparna
"Jl Bojong koneng ,Sukaasih,Singaparna",-7.3613569 108.1127308,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3613569,108.1127308,0,POINT (108.1127308 -7.3613569),23.0,Singaparna
"Jl Bojong koneng,Sukaasih,Singaparna",-7.3613945 108.1121739,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3613945,108.1121739,0,POINT (108.1121739 -7.3613945),23.0,Singaparna
"Jl Bojong koneng ,Sukaasih ,Singaparna",-7.3612043 108.1120167,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3612043,108.1120167,0,POINT (108.1120167 -7.3612043),23.0,Singaparna
"Jl Bojong koneng ,Sukaasih,Singaparna",-7.3605676 108.1129685,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3605676,108.1129685,0,POINT (108.1129685 -7.3605676),23.0,Singaparna
"Jl pemda,Singasari ,Singaparna",-7.3616801 108.1141222,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3616801,108.1141222,0,POINT (108.1141222 -7.3616801),23.0,Singaparna
"Jl Bojong koneng ,Sukaasih ,Singaparna",-7.3618348 108.1144391,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3618348,108.1144391,0,POINT (108.1144391 -7.3618348),23.0,Singaparna
"Jl Bojong koneng ,Sukaasih,Singaparna",-7.3618025 108.1145457,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3618025,108.1145457,0,POINT (108.1145457 -7.3618025),23.0,Singaparna
"Jl Bojong koneng ,Sukaasih,Singaparna",-7.3614933 108.1146841,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3614933,108.1146841,0,POINT (108.1146841 -7.3614933),23.0,Singaparna
"Jl Singapura 1,Sukaasih,Singaparna",-7.3615042 108.1146533,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3615042,108.1146533,0,POINT (108.1146533 -7.3615042),23.0,Singaparna
"Jl Singaparna Bojong koneng ,Sukaasih,Singaparna",-7.3628825 108.1138456,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3628825,108.1138456,0,POINT (108.1138456 -7.3628825),23.0,Singaparna
"Jl Sukapura 2,Sukaasih,Singaparna",-7.3614022 108.1110330,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3614022,108.111033,0,POINT (108.111033 -7.3614022),23.0,Singaparna
"Jl Sukapura 2 ,Sukaasih ,Singaparna",-7.3602427 108.1134705,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3602427,108.1134705,0,POINT (108.1134705 -7.3602427),23.0,Singaparna
"Jl sukapura,Sukaasih,Singaparna",-7.3602114 108.1130051,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3602114,108.1130051,0,POINT (108.1130051 -7.3602114),23.0,Singaparna
"Jl sukapura ,Sukaasih,Singaparna",-7.3612997 108.1138228,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3612997,108.1138228,0,POINT (108.1138228 -7.3612997),23.0,Singaparna
"Jl sukapura ,Sukaasih,Singaparna",-7.3605240 108.1135640,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.360524,108.113564,0,POINT (108.113564 -7.360524),23.0,Singaparna
"Jl sukapura ,Sukaasih ,Singaparna",-7.3598713 108.1139442,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3598713,108.1139442,0,POINT (108.1139442 -7.3598713),23.0,Singaparna
"Jl sukapura ,Sukaasih,Singaparna",-7.3600089 108.1137467,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3600089,108.1137467,0,POINT (108.1137467 -7.3600089),23.0,Singaparna
"Jl sukapura ,Sukaasih ,Singaparna",-7.3610035 108.1134705,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3610035,108.1134705,0,POINT (108.1134705 -7.3610035),23.0,Singaparna
"Jl sukapura ,Sukaasih ,Singaparna",-7.3617563 108.1133186,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3617563,108.1133186,0,POINT (108.1133186 -7.3617563),23.0,Singaparna
"Sukapura ,Sukaasih ,Singaparna",-7.3618055 108.1129280,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3618055,108.112928,0,POINT (108.112928 -7.3618055),23.0,Singaparna
"Jl sukapura ,Sukaasih ,Singaparna",-7.3619728 108.1126410,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3619728,108.112641,0,POINT (108.112641 -7.3619728),23.0,Singaparna
"Jl sukapura 2,Sukaasih,Singaparna",-7.3624512 108.1128170,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3624512,108.112817,0,POINT (108.112817 -7.3624512),23.0,Singaparna
"Jl sukapura ,Sukaasih ,Singaparna",-7.3621779 108.1119369,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.3621779,108.1119369,0,POINT (108.1119369 -7.3621779),23.0,Singaparna
"Cipasung,Cipakat,Singaparna",-7.350519 108.126631,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.350519,108.126631,0,POINT (108.126631 -7.350519),23.0,Singaparna
"Cipasung, Cipakat,Singaparna",-7.350519 108.126632,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.350519,108.126632,0,POINT (108.126632 -7.350519),23.0,Singaparna
"Cipasung,Cipakat,Singaparna",-7.349910 108.126190,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.34991,108.12619,0,POINT (108.12619 -7.34991),23.0,Singaparna
"Cikunten,mesjid cikoropok,Cikunten,Singaparna",-7.356218 108.103517,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.356218,108.103517,0,POINT (108.103517 -7.356218),23.0,Singaparna
"Cipasung,Cipakat,Singaparna",-7.349996 108.126701,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.349996,108.126701,0,POINT (108.126701 -7.349996),23.0,Singaparna
"Cipasung,Cipakat,Singaparna",-7.349969 108.126713,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.349969,108.126713,0,POINT (108.126713 -7.349969),23.0,Singaparna
"Jln raya timur singaparna,Cikunir,Singaparna",-7.342651 108.147546,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.342651,108.147546,0,POINT (108.147546 -7.342651),23.0,Singaparna
"Jln raya timuf singaparna,Cikunir,Singaparna",-7.344122 108.146603,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.344122,108.146603,0,POINT (108.146603 -7.344122),23.0,Singaparna
"Kp desa kolot,Cikunir,Singaparna",-7.345039 108.146264,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.345039,108.146264,0,POINT (108.146264 -7.345039),23.0,Singaparna
"Anggaraja,Cikunir,Singaparna",-7.345941 108.146124,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.345941,108.146124,0,POINT (108.146124 -7.345941),23.0,Singaparna
"Gn kasur cikunir,Cikunir,Singaparna",-7.346977 108.147731,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.346977,108.147731,0,POINT (108.147731 -7.346977),23.0,Singaparna
"15 ds.sukaherang,Sukaherang,Singaparna",-7.350864 108.104312,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.350864,108.104312,0,POINT (108.104312 -7.350864),23.0,Singaparna
"Gn pereng,Cikunir,Singaparna",-7.349063 108.148915,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.349063,108.148915,0,POINT (108.148915 -7.349063),23.0,Singaparna
"Singaparna,Sukaherang,Singaparna",-7.350737 108.103984,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.350737,108.103984,0,POINT (108.103984 -7.350737),23.0,Singaparna
"Tarikolot pabrik kurupuk,Sukaherang,Singaparna",-7.349663 108.100986,Baik,PJU Konvensional,Tiang Stang,Mercury,-7.349663,108.100986,0,POINT (108.100986 -7.349663),23.0,Singaparna
"Anggaraja,Cikunir,Singaparna",-7.351881 108.145181,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.351881,108.145181,0,POINT (108.145181 -7.351881),23.0,Singaparna
"Anggaraja 2,Cikunir,Singaparna",-7.351881 108.145181,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.351881,108.145181,0,POINT (108.145181 -7.351881),23.0,Singaparna
"Depan MTS leuwiseeng,Sukaherang,Singaparna",-7.342617 108.094256,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.342617,108.094256,0,POINT (108.094256 -7.342617),23.0,Singaparna
"Dpn pabrik batako,Cikunir,Singaparna",-7.344136 108.146510,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.344136,108.14651,0,POINT (108.14651 -7.344136),23.0,Singaparna
"TPU Ds.sukaherang,Sukaherang,Singaparna",-7.347269 108.096765,Baik,PJU Konvensional,Tiang Stang,SON T,-7.347269,108.096765,0,POINT (108.096765 -7.347269),23.0,Singaparna
"Kp anggaraja,Cikunir,Singaparna",-7.353027 108.148846,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.353027,108.148846,0,POINT (108.148846 -7.353027),23.0,Singaparna
"Singaparna,Singasari,Singaparna",-7.350315 108.109503,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.350315,108.109503,0,POINT (108.109503 -7.350315),23.0,Singaparna
"Gn pereng,Cikunir,Singaparna",-7.350720 108.147870,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.35072,108.14787,0,POINT (108.14787 -7.35072),23.0,Singaparna
"Kp.sukahaji,Singasari,Singaparna",-7.351131 108.108644,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.351131,108.108644,0,POINT (108.108644 -7.351131),23.0,Singaparna
"Cibarengkok,Cikunir,Singaparna",-7.353566 108.149352,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.353566,108.149352,0,POINT (108.149352 -7.353566),23.0,Singaparna
"Singaparna,Singasari,Singaparna",-7.350300 108.108724,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.3503,108.108724,0,POINT (108.108724 -7.3503),23.0,Singaparna
"Singaparna,Singasari,Singaparna",-7.350235 108.105563,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.350235,108.105563,0,POINT (108.105563 -7.350235),23.0,Singaparna
"Singaparna,Singasari,Singaparna",-7.350152 108.105260,Baik,PJU Konvensional,Tiang Tunggal,Mercury,-7.350152,108.10526,0,POINT (108.10526 -7.350152),23.0,Singaparna
"Gn heulang cibarengkok,Cikunir,Singaparna",-7.355585 108.152956,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.355585,108.152956,0,POINT (108.152956 -7.355585),23.0,Singaparna
"Ds kolot depan gor arina,Cikunir,Singaparna",-7.357675 108.151576,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.357675,108.151576,0,POINT (108.151576 -7.357675),23.0,Singaparna
"Kp tarate,Cikunir,Singaparna",-7.353328 108.147081,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.353328,108.147081,0,POINT (108.147081 -7.353328),23.0,Singaparna
"Kp katubang,Cikunir,Singaparna",-7.353481 108.145217,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.353481,108.145217,0,POINT (108.145217 -7.353481),23.0,Singaparna
"Babakan kaliki jembatan,Cikunir,Singaparna",-7.349559 108.153950,Baik,PJU Konvensional,Tiang Tunggal,LED,-7.349559,108.15395,0,POINT (108.15395 -7.349559),23.0,Singaparna
"Kp.kebon pandan,Singasari,Singaparna",-7.346753 108.110115,Baik,PJU Konvensional,Tiang Stang,SON T,-7.346753,108.110115,0,POINT (108.110115 -7.346753),23.0,Singaparna
"Panyingkiran,citeureup,Singaparna,Singaparna",-7.343914 108.108913,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.343914,108.108913,0,POINT (108.108913 -7.343914),23.0,Singaparna
"Gn heulang dpn masjid annur,Cikunir,Singaparna",-7.357598 108.153429,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.357598,108.153429,0,POINT (108.153429 -7.357598),23.0,Singaparna
"Gn heulang jembatan,Cikunir,Singaparna",-7.357598 108.153429,Baik,PJU Konvensional,Tiang Tunggal,SON T,-7.357598,108.153429,0,POINT (108.153429 -7.357598),23.0,Singaparna
"Kp kaliki,Cikunir,Singaparna",-7.353535 108.157876,Baik,PJU Solar Cell,Tiang Tunggal,LED,-7.353535,108.157876,0,POINT (108.157876 -7.353535),23.0,Singaparna
