No;Lokasi;Kecamatan_Baru;Titik Koordinat;Lokasi Pemasangan;Kondisi;Jenis PJU;Jenis Tiang;Jenis Lampu
1197;Cinusa hilir;Tidak Diketahui;-7.2429557 108.1789190;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
1198;CIKADU;Tidak Diketahui;-7.2558575 108.1516758;;Baik;PJU Konvensional;Tiang Tunggal;LED
1199;Cipeuti;Tidak Diketahui;-7.4627234 108.2025419;;Baik;PJU Konvensional;Tiang Stang;LED
1200;Demunglandung;Tidak Diketahui;-7.466193 108.202384;;Baik;PJU Konvensional;Tiang Stang;LED
1201;SMAN 1 jatiwaras;Tidak Diketahui;-7.466193 108.202384;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1202;Jln.raya papayan;Tidak Diketahui;-7.466193 108.202384;;Baik;PJU Konvensional;Tiang Stang;Mercury
1203;Cihaur;Tidak Diketahui;-7.492729 108.195880;;Baik;PJU Konvensional;Tiang Stang;Mercury
1204;Margahayu;Tidak Diketahui;-7.482543 108.203396;;Baik;PJU Konvensional;Tiang Stang;SON T
1205;Cigaru;Tidak Diketahui;-7.477444 108.207200;;Baik;PJU Konvensional;Tiang Stang;SON T
1206;pontren al islah;Tidak Diketahui;-7.492406 108.201716;;Baik;PJU Konvensional;Tiang Stang;SON T
1207;Suka senang;Tidak Diketahui;-7.505889 108.198669;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1208;Ciwarak;Tidak Diketahui;-7.505262 108.199212;;Baik;PJU Konvensional;Tiang Tunggal;LED
1209;PJU serang;Tidak Diketahui;-7.508903 108.196498;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1210;PJU jln.raya serang;Tidak Diketahui;-7.510433 108.194286;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1211;PJU ciwarak jati;Tidak Diketahui;-7.510292 108.193272;;Baik;PJU Konvensional;Tiang Stang;SON T
1212;PJU mesjid jati;Tidak Diketahui;-7.507747 108.192752;;Baik;PJU Konvensional;Tiang Stang;Mercury
1213;Kersa galih;Tidak Diketahui;-7.521305 108.192073;;Baik;PJU Konvensional;Tiang Tunggal;LED
1214;PJU kersa galih;Tidak Diketahui;-7.525112 108.192194;;Baik;PJU Konvensional;Tiang Stang;SON T
1215;kersagalih pertigaan;Tidak Diketahui;-7.525112 108.192194;;Baik;PJU Konvensional;Tiang Stang;SON T
1216;PJU mesjid cilendi;Tidak Diketahui;-7.517895 108.195027;;Baik;PJU Konvensional;Tiang Stang;SON T
1217;Bakung;Tidak Diketahui;-7.519433 108.202224;;Baik;PJU Konvensional;Tiang Stang;LED
1218;PJU barangbang;Tidak Diketahui;-7.522916 108.206385;;Baik;PJU Konvensional;Tiang Tunggal;LED
1219;pertigaan barangbang;Tidak Diketahui;-7.519961 108.210573;;Baik;PJU Konvensional;Tiang Stang;SON T
1220;PJU nagrak;Tidak Diketahui;-7.518288 108.209506;;Baik;PJU Konvensional;Tiang Stang;Mercury
1221;Barangbang;Tidak Diketahui;-7.518344 108.209654;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1222;madrasah ataqwa;Tidak Diketahui;-7.508924 108.201187;;Baik;PJU Konvensional;Tiang Tunggal;LED
1223;PJU kp.cilinga;Tidak Diketahui;-7.475546 108.213711;;Baik;PJU Konvensional;Tiang Tunggal;LED
1224;Depan mesjid ciwalang;Tidak Diketahui;-7.478744 108.220155;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1225;PJU pasir joho;Tidak Diketahui;-7.480657 108.226403;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1226;Cioray,jatiwaras;Tidak Diketahui;-7.485424 108.217483;;Baik;PJU Konvensional;Tiang Tunggal;LED
1227;PJU cioray;Tidak Diketahui;-7.483501 108.218153;;Baik;PJU Konvensional;Tiang Stang;Mercury
1228;kantor kec.jatiwaras;Tidak Diketahui;-7.484795 108.232526;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1229;depan kantor kec.jatiwaras;Tidak Diketahui;-7.484777 108.232963;;Baik;PJU Konvensional;Tiang Stang;SON T
1230;pencut jatiwaras;Tidak Diketahui;-7.486405 108.231521;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1231;Banjarwaringin;Tidak Diketahui;-7.490148 108.236884;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1232;Cibanjur;Tidak Diketahui;-7.490626 108.231885;;Baik;PJU Konvensional;Tiang Stang;SON T
1233;Kp serang;Tidak Diketahui;-7.510457 108.194257;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1234;Serang ciwarak;Tidak Diketahui;-7.510457 108.194257;;Baik;PJU Konvensional;Tiang Stang;SON T
1235;Jln nagrak;Tidak Diketahui;-7.518279 108.209604;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1236;Jln pasirirung;Tidak Diketahui;-7.1491729 108.1248467;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1237;Kp talaga sari;Tidak Diketahui;-7.504333 108.223990;;Baik;PJU Konvensional;Tiang Stang;SON T
1238;Jl ci nunjang;Tidak Diketahui;-7.5432773 108.2024856;;Baik;PJU Konvensional;Tiang Stang;LED
1239;Jl cinunjang;Tidak Diketahui;-7.5425839 108.2017926;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1240;Jl cinunjang;Tidak Diketahui;-7.5447670 108.2060623;;Baik;PJU Konvensional;Tiang Stang;LED
1241;Jln cikiara;Tidak Diketahui;-7.484306 108.231756;;Baik;PJU Konvensional;Tiang Tunggal;LED
1242;Jatiwaras;Tidak Diketahui;-7.484809 108.232542;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1243;Jl ci nunjang;Tidak Diketahui;-7.5467954 108.2080200;;Baik;PJU Konvensional;Tiang Tunggal;LED
1244;Dpn masjid alhikmah;Tidak Diketahui;-7.480842 108.228389;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1245;Jln pasirkojoho;Tidak Diketahui;-7.480718 108.224279;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1246;Jl ci congkok;Tidak Diketahui;-7.5350905 108.2376943;;Baik;PJU Konvensional;Tiang Stang;LED
1247;Jl cicariu;Tidak Diketahui;-7.5332993 108.2302927;;Baik;PJU Konvensional;Tiang Stang;SON T
1248;Kp ciwalang;Tidak Diketahui;-7.478714 108.220199;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1249;Jl ci cariu;Tidak Diketahui;-7.5379469 108.2270855;;Baik;PJU Konvensional;Tiang Tunggal;LED
1250;Jl ci lieur;Tidak Diketahui;-7.5465631 108.1950096;;Baik;PJU Konvensional;Tiang Stang;LED
1251;Jl ci lieur;Tidak Diketahui;-7.5475788 108.1966206;;Baik;PJU Konvensional;Tiang Stang;LED
1252;Jln ciwarak;Tidak Diketahui;-7.490375 108.202921;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1253;Jl ci lier;Tidak Diketahui;-7.5462247 108.1954797;;Baik;PJU Konvensional;Tiang Stang;LED
1254;Cimaja;Tidak Diketahui;-7.463163 108.266243;;Baik;PJU Konvensional;Tiang Stang;SON T
1255;Jl cidamar;Tidak Diketahui;-7.4174077 108.3004952;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1256;Papayan;Tidak Diketahui;-7.4642294 108.1991714;;Baik;PJU Konvensional;Tiang Stang;Mercury
1257;Jl cibalong;Tidak Diketahui;-7.5089296 108.1965321;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1258;Papayan depan mesjid;Tidak Diketahui;-7.465694 108.200559;;Baik;PJU Konvensional;Tiang Stang;SON T
1259;Cibiru;Tidak Diketahui;-7.466611 108.217443;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
1260;Cikopo kaputihan;Tidak Diketahui;-7.472116 108.249653;;Baik;PJU Konvensional;Tiang Stang;SON T
1261;Kaputihan;Tidak Diketahui;-7.471419 108.249296;;Baik;PJU Konvensional;Tiang Stang;SON T
1262;Unara kaputihan;Tidak Diketahui;-7.468665 108.246833;;Baik;PJU Konvensional;Tiang Stang;Mercury
1263;Msjd mathlaul anwar;Tidak Diketahui;-7.460694 108.251975;;Baik;PJU Konvensional;Tiang Stang;LED
1264;Bakom setiawangi;Tidak Diketahui;-7.457534 108.252831;;Baik;PJU Konvensional;Tiang Stang;Mercury
1265;Cipeuteuy;Tidak Diketahui;-7.445117 108.260889;;Baik;PJU Konvensional;Tiang Stang;SON T
1266;Cilangkap;Tidak Diketahui;-7.449217 108.261769;;Baik;PJU Konvensional;Tiang Stang;SON T
1267;Pju cilangkap;Tidak Diketahui;-7.449621 108.261560;;Baik;PJU Konvensional;Tiang Stang;Mercury
1268;Gadog setiawangi;Tidak Diketahui;-7.453678 108.260122;;Baik;PJU Konvensional;Tiang Tunggal;LED
1269;Cilangkap setiawangi;Tidak Diketahui;-7.452893 108.254937;;Baik;PJU Konvensional;Tiang Stang;SON T
1270;Mekarwangi;Tidak Diketahui;-7.454384 108.245701;;Baik;PJU Konvensional;Tiang Stang;SON T
1271;Pju mekarwangi;Tidak Diketahui;-7.454208 108.243700;;Baik;PJU Konvensional;Tiang Stang;Mercury
1272;Mekarwangi;Tidak Diketahui;-7.454208 108.243700;;Baik;PJU Konvensional;Tiang Stang;Mercury
1273;mesjid kalapasari;Tidak Diketahui;-7.458249 108.228222;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1274;Muara sukakerta;Tidak Diketahui;-7.455540 108.209850;;Baik;PJU Konvensional;Tiang Tunggal;LED
1275;Muara sukakerta;Tidak Diketahui;-7.455105 108.209713;;Baik;PJU Konvensional;Tiang Stang;LED
1276;Segleng sukakerta;Tidak Diketahui;-7.454705 108.209137;;Baik;PJU Konvensional;Tiang Tunggal;LED
1277;Mekarjaya sukakerta;Tidak Diketahui;-7.449507 108.206055;;Baik;PJU Konvensional;Tiang Tunggal;LED
1278;Cikuya;Tidak Diketahui;-7.447990 108.205411;;Baik;PJU Konvensional;Tiang Stang;LED
1279;Muara sukakerta;Tidak Diketahui;-7.454109 108.206799;;Baik;PJU Konvensional;Tiang Tunggal;LED
1280;Muara sukakerta;Tidak Diketahui;-7.454130 108.207651;;Baik;PJU Konvensional;Tiang Tunggal;LED
1281;Kp cilingga;Tidak Diketahui;-7.4755782 108.2137012;;Baik;PJU Konvensional;Tiang Stang;Mercury
1282;masjid al-barokah;Tidak Diketahui;-7.589256 108.162695;;Baik;PJU Konvensional;Tiang Stang;SON T
1283;cinunjang;Tidak Diketahui;-7.586594 108.161818;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1284;Eureunpalay;Tidak Diketahui;-7.590875 108.161109;;Baik;PJU Konvensional;Tiang Tunggal;LED
1285;DKM Al falah;Tidak Diketahui;-7.617456 108.162262;;Baik;PJU Konvensional;Tiang Stang;SON T
1286;Sarakan karang;Tidak Diketahui;-7.620009 108.163586;;Baik;PJU Konvensional;Tiang Stang;SON T
1287;cikukulu;Tidak Diketahui;-7.616986 108.162612;;Baik;PJU Konvensional;Tiang Stang;SON T
1288;Raya karang;Tidak Diketahui;-7.604201 108.155599;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1289;Tenjosari;Tidak Diketahui;-7.603185 108.156722;;Baik;PJU Konvensional;Tiang Stang;SON T
1290;Citaneuh beureum;Tidak Diketahui;-7.602094 108.159819;;Baik;PJU Konvensional;Tiang Stang;SON T
1291;Tanjungsari;Tidak Diketahui;-7.604194 108.156685;;Baik;PJU Konvensional;Tiang Stang;SON T
1292;PJU tenjosari;Tidak Diketahui;-7.603703 108.156587;;Baik;PJU Konvensional;Tiang Stang;LED
1293;Jl.raya karang nunggal;Tidak Diketahui;-7.619784 108.140845;;Baik;PJU Konvensional;Tiang Stang;SON T
1294;Cinunjang;Tidak Diketahui;-7.595355 108.161446;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1295;Tenjosari;Tidak Diketahui;-7.603802 108.156465;;Baik;PJU Konvensional;Tiang Stang;SON T
1296;Jl.raya karang nunggal;Tidak Diketahui;-7.6190916 108.1415713;;Baik;PJU Konvensional;Tiang Stang;SON T
1297;mesjid nurul huda 1;Tidak Diketahui;-7.617467 108.141886;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1298;Karangmekar;Tidak Diketahui;-7.617467 108.141887;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1299;Cibeungang;Tidak Diketahui;-7.608122 108.157381;;Baik;PJU Konvensional;Tiang Stang;SON T
1300;Jl.karangnungal;Tidak Diketahui;-7.6300004 108.1327941;;Baik;PJU Konvensional;Tiang Stang;SON T
1301;Sarakan;Tidak Diketahui;-7.619259 108.162566;;Baik;PJU Konvensional;Tiang Stang;SON T
1302;Cikukulu;Tidak Diketahui;-7.621029 108.164344;;Baik;PJU Konvensional;Tiang Stang;SON T
1303;Terminal rancabakung;Tidak Diketahui;-7.623816 108.139085;;Baik;PJU Konvensional;Tiang Stang;Mercury
1304;Karangmekar;Tidak Diketahui;-7.6216474 108.1401631;;Baik;PJU Konvensional;Tiang Stang;SON T
1305;Sarakan;Tidak Diketahui;-7.617994 108.162481;;Baik;PJU Konvensional;Tiang Stang;LED
1306;Jl.raya karang sari;Tidak Diketahui;-7.6216474 108.1401631;;Baik;PJU Konvensional;Tiang Stang;SON T
1307;PJU Depan mesjid miftahul huda;Tidak Diketahui;-7.623299 108.138849;;Baik;PJU Konvensional;Tiang Stang;SON T
1308;Karangmekar;Tidak Diketahui;-7.623810 108.138295;;Baik;PJU Konvensional;Tiang Stang;LED
1309;Karangnunggal;Tidak Diketahui;-7.624086 108.138189;;Baik;PJU Konvensional;Tiang Tunggal;LED
1310;Jl.raya cipari;Tidak Diketahui;-7.6275915 108.1452630;;Baik;PJU Konvensional;Tiang Stang;SON T
1311;Depan polsek karangnunggal;Tidak Diketahui;-7.623979 108.139120;;Baik;PJU Konvensional;Tiang Double Arm;SON T
1312;Kecamatan karangnunggal;KARANGNUNGGAL;-7.623979 108.139120;;Baik;PJU Konvensional;Tiang Double Arm;SON T
1313;Cipanengah;Tidak Diketahui;-7.627741 108.144949;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1314;Jl. Karang nunggal;Tidak Diketahui;-7.6267421 108.1347997;;Baik;PJU Konvensional;Tiang Stang;SON T
1315;Mesjid nurulhuda2;Tidak Diketahui;-7.625228 108.142032;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1316;Sindang lengo;Tidak Diketahui;-7.609636 108.150017;;Baik;PJU Konvensional;Tiang Stang;SON T
1317;Karang mekar;Tidak Diketahui;-7.6300462 108.1329175;;Baik;PJU Konvensional;Tiang Stang;SON T
1318;Kec.karangnunggal;karangnunggal;-7.624245 108.138947;;Baik;PJU Konvensional;Tiang Stang;SON T
1319;Karangnunggal;Tidak Diketahui;-7.624776 108.138334;;Baik;PJU Konvensional;Tiang Stang;SON T
1320;Karang mekar;Tidak Diketahui;-7.6273874 108.1344819;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1321;Rancabakung,karangmekar;Tidak Diketahui;-7.624886 108.137886;;Baik;PJU Konvensional;Tiang Tunggal;LED
1322;Cisutra;Tidak Diketahui;-7.615970 108.142962;;Baik;PJU Konvensional;Tiang Stang;Mercury
1323;Jl. Karang nunggal;Tidak Diketahui;-7.6259316 108.1357814;;Baik;PJU Konvensional;Tiang Stang;SON T
1324;DP SD karang nunggal 2;Tidak Diketahui;-7.618069 108.145981;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1325;depan puskesmas rancamaya;Tidak Diketahui;-7.625764 108.136159;;Baik;PJU Konvensional;Tiang Double Arm;SON T
1326;Karang mekar;Tidak Diketahui;-7.6226500 108.1369052;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1327;Karangnunggal;Tidak Diketahui;-7.625970 108.135854;;Baik;PJU Konvensional;Tiang Stang;SON T
1328;Tikungan hada'i;Tidak Diketahui;-7.634003 108.132359;;Baik;PJU Konvensional;Tiang Stang;SON T
1329;Batucuri;Tidak Diketahui;-7.632978 108.132334;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1330;pasir perih;Tidak Diketahui;-7.6363603 108.1237524;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1331;Ds.karangnunggal;Tidak Diketahui;-7.630000 108.132723;;Baik;PJU Konvensional;Tiang Stang;SON T
1332;cieurih;Tidak Diketahui;-7.6338558 108.1225460;;Baik;PJU Konvensional;Tiang Stang;SON T
1333;Mesjid besar karangnunggal;Tidak Diketahui;-7.630371 108.132611;;Baik;PJU Konvensional;Tiang Stang;SON T
1334;Burahol;Tidak Diketahui;-7.627264 108.120322;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1335;karang nunggal rahayu;Tidak Diketahui;-7.6365700 108.1282152;;Baik;PJU Konvensional;Tiang Stang;SON T
1336;Swadaya RM H.jaka1;Tidak Diketahui;-7.635377 108.131215;;Baik;PJU Konvensional;Tiang Tunggal;Mercury
1337;Rahayu;Tidak Diketahui;-7.636775 108.130337;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1338;Jl karang nunggal rahayu;Tidak Diketahui;-7.6391314 108.1295392;;Baik;PJU Konvensional;Tiang Tunggal;LED
1339;Karang nunggal;Tidak Diketahui;-7.633056 108.120700;;Baik;PJU Konvensional;Tiang Stang;SON T
1340;Karangnunggal;Tidak Diketahui;-7.631283 108.114724;;Baik;PJU Konvensional;Tiang Stang;Mercury
1341;Karangnunggal;Tidak Diketahui;-7.631221 108.115429;;Baik;PJU Konvensional;Tiang Tunggal;LED
1342;Ds.karangnunggal;Tidak Diketahui;-7.629430 108.114519;;Baik;PJU Konvensional;Tiang Stang;SON T
1343;PONPES Thoriqul huda;Tidak Diketahui;-7.629437 108.114330;;Baik;PJU Konvensional;Tiang Stang;SON T
1344;Depan SMPN 1 Karangnunggal;Tidak Diketahui;-7.631060 108.116239;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1345;Simpang sari;Tidak Diketahui;-7.6303180 108.1363473;;Baik;PJU Konvensional;Tiang Stang;LED
1346;Simpang Cipari;Tidak Diketahui;-7.6318766 108.1405400;;Baik;PJU Konvensional;Tiang Stang;LED
1347;PJU cipari;Tidak Diketahui;-7.6311192 108.1411207;;Baik;PJU Konvensional;Tiang Tunggal;LED
1348;masjid Simpang ci pari;Tidak Diketahui;-7.6319547 108.1409151;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1349;Cipanyarang;Tidak Diketahui;-7.626048 108.164178;;Baik;PJU Konvensional;Tiang Tunggal;LED
1350;PJU hikmah mekar sari;Tidak Diketahui;-7.6319949 108.1412303;;Baik;PJU Konvensional;Tiang Stang;LED
1351;Cibatuireng;Tidak Diketahui;-7.626163 108.166302;;Baik;PJU Konvensional;Tiang Tunggal;LED
1352;Cipanyarang;Tidak Diketahui;-7.626067 108.166700;;Baik;PJU Konvensional;Tiang Stang;Mercury
1353;ci petani;Tidak Diketahui;-7.6299987 108.1446210;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1354;cipari;Tidak Diketahui;-7.6288961 108.1439631;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1355;Ds.cibatuireng;Tidak Diketahui;-7.635600 108.174384;;Baik;PJU Konvensional;Tiang Stang;SON T
1356;ci batu;Tidak Diketahui;;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1357;ci pari;Tidak Diketahui;-7.6298176 108.1524041;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1358;Ds.cibatuireng;Tidak Diketahui;-7.634085 108.178726;;Baik;PJU Konvensional;Tiang Stang;SON T
1359;Cijambe;Tidak Diketahui;-7.650398 108.162957;;Baik;PJU Konvensional;Tiang Stang;SON T
1360;batu ireng;Tidak Diketahui;-7.6456335 108.1873992;;Baik;PJU Konvensional;Tiang Tunggal;LED
1361;ci batu ireng;Tidak Diketahui;-7.6501806 108.1890206;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1362;Cikelir;Tidak Diketahui;-7.652886 108.166558;;Baik;PJU Konvensional;Tiang Tunggal;LED
1363;Cilangkap;Tidak Diketahui;-7.650127 108.189081;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1364;Bantar mekar;Tidak Diketahui;-7.6537690 108.2112195;;Baik;PJU Konvensional;Tiang Tunggal;LED
1365;Cibatu;Tidak Diketahui;-7.633906 108.204806;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1366;PJU Bantar mekar;Tidak Diketahui;-7.6457794 108.2057203;;Baik;PJU Konvensional;Tiang Stang;LED
1367;Cibadak;Tidak Diketahui;-7.633900 108.204661;;Baik;PJU Konvensional;Tiang Stang;Mercury
1368;Cibadak;Tidak Diketahui;-7.636281 108.204887;;Baik;PJU Konvensional;Tiang Tunggal;LED
1369;Cibadak;Tidak Diketahui;-7.640125 108.205200;;Baik;PJU Konvensional;Tiang Tunggal;LED
1370;Talagasari;Tidak Diketahui;-7.633078 108.201102;;Baik;PJU Konvensional;Tiang Tunggal;LED
1371;ci gembor;Tidak Diketahui;-7.6252337 108.1906597;;Baik;PJU Konvensional;Tiang Tunggal;LED
1372;Batu, Dukuh;Tidak Diketahui;-7.629717 108.193215;;Baik;PJU Konvensional;Tiang Stang;SON T
1373;Mesjid al ihsan;Tidak Diketahui;-7.629749 108.193210;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1374;Cigembor;Tidak Diketahui;-7.618716 108.189085;;Baik;PJU Konvensional;Tiang Stang;SON T
1375;Bojong kawung;Tidak Diketahui;-7.6290988 108.1924970;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1376;Cigembor;Tidak Diketahui;-7.612334 108.190890;;Baik;PJU Konvensional;Tiang Stang;SON T
1377;Cipinang;Tidak Diketahui;-7.611307 108.191035;;Baik;PJU Konvensional;Tiang Tunggal;LED
1378;Gembor mekar;Tidak Diketahui;-7.608210 108.189043;;Baik;PJU Konvensional;Tiang Tunggal;LED
1379;Gembor mekar;Tidak Diketahui;-7.610998 108.191209;;Baik;PJU Konvensional;Tiang Stang;Mercury
1380;Cintawangi;Tidak Diketahui;-7.607899 108.192207;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1381;Lembur tengah;Tidak Diketahui;-7.641747 108.119366;;Baik;PJU Konvensional;Tiang Stang;LED
1382;Cikeruh;Tidak Diketahui;-7.639456 108.119770;;Baik;PJU Konvensional;Tiang Tunggal;LED
1383;Cikupa;Tidak Diketahui;-7.642338 108.120211;;Baik;PJU Konvensional;Tiang Tunggal;LED
1384;Cikupa;Tidak Diketahui;-7.646117 108.121621;;Baik;PJU Konvensional;Tiang Stang;SON T
1385;Cikaret,cikupa;Tidak Diketahui;-7.648409 108.122825;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1386;Datarloa,ds.ciawi;Tidak Diketahui;-7.652378 108.125213;;Baik;PJU Konvensional;Tiang Stang;SON T
1387;Datarkadaka;Tidak Diketahui;-7.649225 108.113703;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1388;Pertigaan kendeng;Tidak Diketahui;-7.658131 108.108231;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1389;SIMPANG 3 cikupa;Tidak Diketahui;-7.659084 108.106444;;Baik;PJU Konvensional;Tiang Stang;Mercury
1390;Babakan;Tidak Diketahui;-7.660264 108.105334;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1391;Babakan;Tidak Diketahui;-7.662175 108.103998;;Baik;PJU Konvensional;Tiang Double Arm;SON T
1392;Yayasan rancakadu;Tidak Diketahui;-7.663068 108.112603;;Baik;PJU Konvensional;Tiang Stang;SON T
1393;Ciguha,cikupa;Tidak Diketahui;-7.663346 108.108510;;Baik;PJU Konvensional;Tiang Tunggal;LED
1394;Cipanawar;Tidak Diketahui;-7.666962 108.105182;;Baik;PJU Konvensional;Tiang Tunggal;LED
1395;Cikapinis;Tidak Diketahui;-7.676016 108.107559;;Baik;PJU Konvensional;Tiang Tunggal;LED
1396;Terminal tugu;Tidak Diketahui;-7.674578 108.106632;;Baik;PJU Konvensional;Tiang Stang;LED
1397;Pasir ceuri;Tidak Diketahui;-7.682343 108.102952;;Baik;PJU Konvensional;Tiang Stang;Mercury
1398;Terminal cirangkong;Tidak Diketahui;-7.676320 108.119440;;Baik;PJU Konvensional;Tiang Tunggal;LED
1399;Gandamekar;Tidak Diketahui;-7.686005 108.105916;;Baik;PJU Konvensional;Tiang Stang;SON T
1400;Ciawi,karang;Tidak Diketahui;-7.656998 108.125735;;Baik;PJU Konvensional;Tiang Stang;LED
1401;Depan ktr desa ciawi;Tidak Diketahui;-7.661423 108.126956;;Baik;PJU Konvensional;Tiang Stang;SON T
1402;Mekarwangi;Tidak Diketahui;-7.667346 108.129437;;Baik;PJU Konvensional;Tiang Stang;SON T
1403;Cilimus;Tidak Diketahui;-7.667748 108.129426;;Baik;PJU Konvensional;Tiang Stang;LED
1404;Petakan;Tidak Diketahui;-7.693852 108.128130;;Baik;PJU Konvensional;Tiang Stang;Mercury
1405;Cimanggu;Tidak Diketahui;-7.6112515 108.1426311;;Baik;PJU Konvensional;Tiang Tunggal;LED
1406;Rancasengit sarimangu;Tidak Diketahui;-7.614473 108.137066;;Baik;PJU Konvensional;Tiang Stang;LED
1407;ci jagra;Tidak Diketahui;-7.6112312 108.1328866;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1408;Cikijing;Tidak Diketahui;-7.710414 108.140326;;Baik;PJU Konvensional;Tiang Stang;LED
1409;Dusun cimangu;Tidak Diketahui;-7.609658 108.140761;;Baik;PJU Konvensional;Tiang Tunggal;LED
1410;Cilubang;Tidak Diketahui;-7.690192 108.126323;;Baik;PJU Konvensional;Tiang Tunggal;LED
1411;Cimangu;Tidak Diketahui;-7.608856 108.141608;;Baik;PJU Konvensional;Tiang Stang;SON T
1412;ci jara;Tidak Diketahui;-7.6138918 108.1358374;;Baik;PJU Konvensional;Tiang Stang;SON T
1413;Citoe;Tidak Diketahui;-7.776453 108.121701;;Baik;PJU Konvensional;Tiang Stang;Mercury
1414;Citoe;Tidak Diketahui;-7.776376 108.122934;;Baik;PJU Konvensional;Tiang Stang;SON T
1415;Citoe;Tidak Diketahui;-7.776660 108.125150;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1416;Jl.raya nyomplong;Tidak Diketahui;-7.775887 108.126767;;Baik;PJU Konvensional;Tiang Stang;SON T
1417;Cidadap;Tidak Diketahui;-7.771667 108.135810;;Baik;PJU Konvensional;Tiang Stang;LED
1418;Cidadap,depn sd cidadap;Tidak Diketahui;-7.772813 108.137330;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1419;lapangan bola, cidadap;Tidak Diketahui;-7.771437 108.139721;;Baik;PJU Konvensional;Tiang Stang;SON T
1420;Panglayungan;Tidak Diketahui;-7.773147 108.147973;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1421;Jodang;Tidak Diketahui;-7.766529 108.157186;;Baik;PJU Konvensional;Tiang Tunggal;LED
1422;Jodang;Tidak Diketahui;-7.765384 108.155640;;Baik;PJU Konvensional;Tiang Tunggal;LED
1423;Jl cidadap;Tidak Diketahui;-7.7731869 108.1473555;;Baik;PJU Konvensional;Tiang Tunggal;SON T
1424;Jl cidadap;Tidak Diketahui;-7.7738772 108.1445831;;Baik;PJU Konvensional;Tiang Stang;SON T
1425;Sarakan cikukulu;Tidak Diketahui;-7.616270 108.165521;;Baik;PJU Konvensional;Tiang Stang;SON T
1426;Sindang lengo dpn ngri 1 cikukulu;Tidak Diketahui;-7.610818 108.150652;;Baik;PJU Konvensional;Tiang Tunggal;LED
1427;Cimanggu;Tidak Diketahui;-7.610228 108.142347;;Baik;PJU Konvensional;Tiang Tunggal;SON T
